ASBID,CATEGORY,PROPERTY,OBJECT,DATATYPE
QM0GZSFP,,SCHADEN,130045120000000,
QM0GZSFP,,MENGE_ALL,130052400000000,
QM0GZSFP,,MENGE_DI,130066100000000,
QM0GZSFP,,MENGE_DI_M,     4,
QM0GZSFP,,UEBERBAU,130071000000000,
QM0GZSFP,,FELD,130083700000000,
QM0GZSFP,,LAENGS,0,
QM0GZSFP,,QUER,130101300000000,
QM0GZSFP,,HOCH,130111220000000,
QM0GZSFP,,BEWERT_D,0,
QM0GZSFP,,BEWERT_V,0,
QM0GZSFP,,BEWERT_S,0,
QM0GZSFP,,S_VERAEND,0,
QM0GZSFP,,BEMERK1,0,text
QM0GZSFP,,BEMERK2,0,text
QM0GZSFP,,BEMERK3,0,text
QM0GZSFP,,BEMERK4,0,text
QM0GZSFP,,BEMERK5,0,text
QM0GZSFP,,BEMERK6,0,text
QM0GZSFP,,BWNR,B115,
QM0GZSFP,,TEIL_BWNR,0,
QM0GZSFP,,IBWNR,B115,
QM0GZSFP,,IDENT,QM0GZSFP,
QM0GZSFP,,AMT,533,text
QM0GZSFP,,PRUFJAHR,2016,year
QM0GZSFP,,PRA,E,
QM0GZSFP,,TEXT,"Schaden bereits bewertet, hier nur zusätzliches Bild eingefügt (EP 2016).",text
QM0GZSFP,,BILD,\BILD 3793 LAGER 4-2 SCHRÄG GERISSEN 2016 E.JPG,
QM0GZSFP,,KONT_JN,0,
QM0GZSFP,,NOT_KONST,0,
QM0GZSFP,,KONVERT,0,
QM0GZSFP,,SCHAD_ID,134.0,
QM0GZSFP,,BSP_ID,214-10,
QM0GZSFP,,BAUTLGRUP,390022150000000,
QM0GZSFP,,DETAILKONT,0,
XK0S26FX,,ID_NR,B115    0,
XK0S26FX,,BAUTEIL,130011151000000,
XK0S26FX,,KONTEIL,130022211112000,
XK0S26FX,,ZWGRUPPE,0,
XK0S26FX,,SCHADEN,130047210000000,
XK0S26FX,,MENGE_ALL,130052400000000,
XK0S26FX,,MENGE_DI,0,
XK0S26FX,,UEBERBAU,130071000000000,
XK0S26FX,,FELD,0,
XK0S26FX,,LAENGS,0,
XK0S26FX,,QUER,130101300000000,
XK0S26FX,,HOCH,0,
XK0S26FX,,BEWERT_D,1,
XK0S26FX,,BEWERT_V,0,
XK0S26FX,,BEWERT_S,1,
XK0S26FX,,S_VERAEND,0,
XK0S26FX,,BEMERK1,0,text
XK0S26FX,,BEMERK2,0,text
XK0S26FX,,BEMERK3,0,text
XK0S26FX,,BEMERK4,0,text
XK0S26FX,,BEMERK5,0,text
XK0S26FX,,BEMERK6,0,text
XK0S26FX,,BWNR,B115,
XK0S26FX,,TEIL_BWNR,0,
XK0S26FX,,IBWNR,B115,
XK0S26FX,,IDENT,XK0S26FX,
XK0S26FX,,AMT,533,text
XK0S26FX,,PRUFJAHR,2013,year
XK0S26FX,,PRA,H,
XK0S26FX,,BILD,\ROHRLEITUNG KORROSION 2013.JPG,
XK0S26FX,,KONT_JN,2,
XK0S26FX,,NOT_KONST,0,
XK0S26FX,,KONVERT,0,
XK0S26FX,,SCHAD_ID,24.0,
XK0S26FX,,BSP_ID,252-08,
XK0S26FX,,BAUTLGRUP,390022220000000,
XK0S26FX,,DETAILKONT,0,
ZO11P564,,ID_NR,B115    0,
ZO11P564,,BAUTEIL,130011912100000,
ZO11P564,,KONTEIL,0,
ZO11P564,,ZWGRUPPE,0,
ZO11P564,,SCHADEN,130046120000000,
ZO11P564,,MENGE_ALL,130053500000000,
ZO11P564,,MENGE_DI,0,
ZO11P564,,UEBERBAU,130071000000000,
ZO11P564,,FELD,0,
ZO11P564,,LAENGS,130091300000000,
ZO11P564,,QUER,130101100000000,
ZO11P564,,HOCH,0,
ZO11P564,,BEWERT_D,0,
ZO11P564,,BEWERT_V,0,
ZO11P564,,BEWERT_S,0,
ZO11P564,,S_VERAEND,0,
ZO11P564,,BEMERK1,0,text
ZO11P564,,BEMERK2,0,text
ZO11P564,,BEMERK3,0,text
ZO11P564,,BEMERK4,0,text
ZO11P564,,BEMERK5,0,text
ZO11P564,,BEMERK6,0,text
ZO11P564,,BWNR,B115,
ZO11P564,,TEIL_BWNR,0,
ZO11P564,,IBWNR,B115,
ZO11P564,,IDENT,ZO11P564,
ZO11P564,,AMT,533,text
ZO11P564,,PRUFJAHR,2013,year
ZO11P564,,PRA,H,
ZO11P564,,TEXT,Zur Zeit der Prüfung 2013 nicht erkennbar (Trockenwetter),text
ZO11P564,,KONT_JN,2,
ZO11P564,,NOT_KONST,0,
ZO11P564,,KONVERT,0,
ZO11P564,,SCHAD_ID,127.0,
ZO11P564,,BSP_ID,020-99,
ZO11P564,,BAUTLGRUP,390021200000000,
ZO11P564,,DETAILKONT,0,
ZO11POE5,,ID_NR,B115    0,
ZO11POE5,,BAUTEIL,130011912100000,
ZO11POE5,,KONTEIL,0,
ZO11POE5,,ZWGRUPPE,0,
ZO11POE5,,SCHADEN,130046120000000,
ZO11POE5,,MENGE_ALL,130052300000000,
ZO11POE5,,MENGE_DI,0,
ZO11POE5,,UEBERBAU,130071000000000,
ZO11POE5,,FELD,0,
ZO11POE5,,LAENGS,130091300000000,
ZO11POE5,,QUER,130101200000000,
ZO11POE5,,HOCH,0,
ZO11POE5,,BEWERT_D,0,
ZO11POE5,,BEWERT_V,0,
ZO11POE5,,BEWERT_S,0,
ZO11POE5,,S_VERAEND,0,
ZO11POE5,,BEMERK1,0,text
ZO11POE5,,BEMERK2,0,text
ZO11POE5,,BEMERK3,0,text
ZO11POE5,,BEMERK4,0,text
ZO11POE5,,BEMERK5,0,text
ZO11POE5,,BEMERK6,0,text
ZO11POE5,,BWNR,B115,
ZO11POE5,,TEIL_BWNR,0,
ZO11POE5,,IBWNR,B115,
ZO11POE5,,IDENT,ZO11POE5,
ZO11POE5,,AMT,533,text
ZO11POE5,,PRUFJAHR,2013,year
ZO11POE5,,PRA,H,
ZO11POE5,,TEXT, Zur Zeit der Prüfung 2013 nicht erkennbar (Trockenwetter),text
ZO11POE5,,KONT_JN,2,
ZO11POE5,,NOT_KONST,0,
ZO11POE5,,KONVERT,0,
ZO11POE5,,SCHAD_ID,114.0,
ZO11POE5,,BSP_ID,020-99,
ZO11POE5,,BAUTLGRUP,390021200000000,
ZO11POE5,,DETAILKONT,0,
ZO11QP5Z,,ID_NR,B115    0,
ZO11QP5Z,,BAUTEIL,0,
ZO11QP5Z,,KONTEIL,130021800000000,
ZO11QP5Z,,ZWGRUPPE,0,
ZO11QP5Z,,SCHADEN,130041580000000,
ZO11QP5Z,,MENGE_ALL,130053500000000,
ZO11QP5Z,,MENGE_DI,0,
ZO11QP5Z,,UEBERBAU,130071000000000,
ZO11QP5Z,,FELD,0,
ZO11QP5Z,,LAENGS,130091300000000,
ZO11QP5Z,,QUER,130101200000000,
ZO11QP5Z,,HOCH,0,
ZO11QP5Z,,BEWERT_D,1,
ZO11QP5Z,,BEWERT_V,0,
ZO11QP5Z,,BEWERT_S,0,
ZO11QP5Z,,S_VERAEND,0,
ZO11QP5Z,,BEMERK1,0,text
ZO11QP5Z,,BEMERK2,0,text
ZO11QP5Z,,BEMERK3,0,text
ZO11QP5Z,,BEMERK4,0,text
ZO11QP5Z,,BEMERK5,0,text
ZO11QP5Z,,BEMERK6,0,text
ZO11QP5Z,,BWNR,B115,
ZO11QP5Z,,TEIL_BWNR,0,
ZO11QP5Z,,IBWNR,B115,
ZO11QP5Z,,IDENT,ZO11QP5Z,
ZO11QP5Z,,AMT,533,text
ZO11QP5Z,,PRUFJAHR,2013,year
ZO11QP5Z,,PRA,H,
ZO11QP5Z,,TEXT,an Abdeckplatte FÜ,text
ZO11QP5Z,,BILD,\KAPPEN BEWUCHS 2013.JPG,
ZO11QP5Z,,KONT_JN,2,
ZO11QP5Z,,NOT_KONST,0,
ZO11QP5Z,,KONVERT,0,
ZO11QP5Z,,SCHAD_ID,104.0,
ZO11QP5Z,,BSP_ID,999-99-99,
ZO11QP5Z,,BAUTLGRUP,390022180000000,
ZO11QP5Z,,DETAILKONT,0,
ES10QH2C,,ID_NR,B115    0,
ES10QH2C,,LFDNR,28.0,
ES10QH2C,,BAUTEIL,130011151400000,
ES10QH2C,,KONTEIL,0,
ES10QH2C,,ZWGRUPPE,130031100000000,
ES10QH2C,,SCHADEN,130045520000000,
ES10QH2C,,MENGE_ALL,130053500000000,
ES10QH2C,,MENGE_DI,0,
ES10QH2C,,UEBERBAU,130071000000000,
ES10QH2C,,FELD,0,
ES10QH2C,,LAENGS,130091300000000,
ES10QH2C,,QUER,130101100000000,
ES10QH2C,,HOCH,0,
ES10QH2C,,BEWERT_D,2,
ES10QH2C,,BEWERT_V,0,
ES10QH2C,,BEWERT_S,1,
ES10QH2C,,S_VERAEND,0,
ES10QH2C,,BEMERK1,0,text
ES10QH2C,,BEMERK2,0,text
ES10QH2C,,BEMERK3,0,text
ES10QH2C,,BEMERK4,0,text
ES10QH2C,,BEMERK5,0,text
ES10QH2C,,BEMERK6,0,text
ES10QH2C,,BWNR,B115,
ES10QH2C,,TEIL_BWNR,0,
ES10QH2C,,IBWNR,B115,
ES10QH2C,,IDENT,ES10QH2C,
ES10QH2C,,AMT,533,text
ES10QH2C,,PRUFJAHR,2022,year
ES10QH2C,,PRA,E,
ES10QH2C,,TEXT,sowie freie Bewehrung ,text
ES10QH2C,,BILD,\EP2022-S60.JPG,
ES10QH2C,,KONT_JN,2,
ES10QH2C,,NOT_KONST,0,
ES10QH2C,,KONVERT,0,
ES10QH2C,,SCHAD_ID,60.0,
ES10QH2C,,BSP_ID,006-03-03,
ES10QH2C,,BAUTLGRUP,390021100000000,
ES10QH2C,,DETAILKONT,0,
ZX0V41MC,,ID_NR,B115    0,
ZX0V41MC,,BAUTEIL,130011151200000,
ZX0V41MC,,KONTEIL,0,
ZX0V41MC,,ZWGRUPPE,130031100000000,
ZX0V41MC,,SCHADEN,130043324000000,
ZX0V41MC,,MENGE_ALL,130053500000000,
ZX0V41MC,,MENGE_DI,0,
ZX0V41MC,,UEBERBAU,130071000000000,
ZX0V41MC,,FELD,130082100000000,
ZX0V41MC,,FELD_M,2.0,
ZX0V41MC,,LAENGS,0,
ZX0V41MC,,QUER,130101110000000,
ZX0V41MC,,HOCH,130111220000000,
ZX0V41MC,,BEWERT_D,1,
ZX0V41MC,,BEWERT_V,0,
ZX0V41MC,,BEWERT_S,0,
ZX0V41MC,,S_VERAEND,0,
ZX0V41MC,,BEMERK1,0,text
ZX0V41MC,,BEMERK2,0,text
ZX0V41MC,,BEMERK3,0,text
ZX0V41MC,,BEMERK4,0,text
ZX0V41MC,,BEMERK5,0,text
ZX0V41MC,,BEMERK6,0,text
ZX0V41MC,,BWNR,B115,
ZX0V41MC,,TEIL_BWNR,0,
ZX0V41MC,,IBWNR,B115,
ZX0V41MC,,IDENT,ZX0V41MC,
ZX0V41MC,,AMT,533,text
ZX0V41MC,,PRUFJAHR,2013,year
ZX0V41MC,,PRA,H,
ZX0V41MC,,TEXT, ,text
ZX0V41MC,,KONT_JN,2,
ZX0V41MC,,NOT_KONST,0,
ZX0V41MC,,KONVERT,0,
ZX0V41MC,,SCHAD_ID,34.0,
ZX0V41MC,,BSP_ID,002-99,
ZX0V41MC,,BAUTLGRUP,390021100000000,
ZX0V41MC,,DETAILKONT,0,
4B0W1X54,,ID_NR,B115    0,
4B0W1X54,,BAUTEIL,130011151400000,
4B0W1X54,,KONTEIL,0,
4B0W1X54,,ZWGRUPPE,130031100000000,
4B0W1X54,,SCHADEN,130043344000000,
4B0W1X54,,MENGE_ALL,130053500000000,
4B0W1X54,,MENGE_DI,0,
4B0W1X54,,UEBERBAU,130071000000000,
4B0W1X54,,FELD,0,
4B0W1X54,,LAENGS,130091100000000,
4B0W1X54,,QUER,130101200000000,
4B0W1X54,,HOCH,0,
4B0W1X54,,BEWERT_D,2,
4B0W1X54,,BEWERT_V,0,
4B0W1X54,,BEWERT_S,0,
4B0W1X54,,S_VERAEND,0,
4B0W1X54,,BEMERK1,0,text
4B0W1X54,,BEMERK2,0,text
4B0W1X54,,BEMERK3,0,text
4B0W1X54,,BEMERK4,0,text
4B0W1X54,,BEMERK5,0,text
4B0W1X54,,BEMERK6,0,text
4B0W1X54,,BWNR,B115,
4B0W1X54,,TEIL_BWNR,0,
4B0W1X54,,IBWNR,B115,
4B0W1X54,,IDENT,4B0W1X54,
4B0W1X54,,AMT,533,text
4B0W1X54,,PRUFJAHR,2010,year
4B0W1X54,,PRA,E,
4B0W1X54,,TEXT, ,text
4B0W1X54,,BILD,\AUSBRUCH.JPG,
4B0W1X54,,KONT_JN,0,
4B0W1X54,,NOT_KONST,0,
4B0W1X54,,KONVERT,0,
4B0W1X54,,SCHAD_ID,119.0,
4B0W1X54,,BSP_ID,002-99,
4B0W1X54,,BAUTLGRUP,390021100000000,
4B0W1X54,,DETAILKONT,0,
ZO11ZY03,,ID_NR,B115    0,
ZO11ZY03,,BAUTEIL,130011151000000,
ZO11ZY03,,KONTEIL,130021833000000,
ZO11ZY03,,ZWGRUPPE,0,
ZO11ZY03,,SCHADEN,130046120000000,
ZO11ZY03,,MENGE_ALL,130051800000000,
ZO11ZY03,,MENGE_DI,0,
ZO11ZY03,,UEBERBAU,130071000000000,
ZO11ZY03,,FELD,0,
ZO11ZY03,,LAENGS,0,
ZO11ZY03,,QUER,130101300000000,
ZO11ZY03,,HOCH,0,
ZO11ZY03,,BEWERT_D,1,
ZO11ZY03,,BEWERT_V,0,
ZO11ZY03,,BEWERT_S,0,
ZO11ZY03,,S_VERAEND,0,
ZO11ZY03,,BEMERK1,0,text
ZO11ZY03,,BEMERK2,0,text
ZO11ZY03,,BEMERK3,0,text
ZO11ZY03,,BEMERK4,0,text
ZO11ZY03,,BEMERK5,0,text
ZO11ZY03,,BEMERK6,0,text
ZO11ZY03,,BWNR,B115,
ZO11ZY03,,TEIL_BWNR,0,
ZO11ZY03,,IBWNR,B115,
ZO11ZY03,,IDENT,ZO11ZY03,
ZO11ZY03,,AMT,533,text
ZO11ZY03,,PRUFJAHR,2013,year
ZO11ZY03,,PRA,H,
ZO11ZY03,,TEXT, ,text
ZO11ZY03,,BILD,\KAPPEN -10- 2013.JPG,
ZO11ZY03,,KONT_JN,2,
ZO11ZY03,,NOT_KONST,0,
ZO11ZY03,,KONVERT,0,
ZO11ZY03,,SCHAD_ID,113.0,
ZO11ZY03,,BSP_ID,999-99-99,
ZO11ZY03,,BAUTLGRUP,390022180000000,
ZO11ZY03,,DETAILKONT,0,
ZO120I6D,,ID_NR,B115    0,
ZO120I6D,,BAUTEIL,130011151000000,
ZO120I6D,,KONTEIL,130021833000000,
ZO120I6D,,ZWGRUPPE,130031100000000,
ZO120I6D,,SCHADEN,130045400000000,
ZO120I6D,,MENGE_ALL,130053200000000,
ZO120I6D,,MENGE_DI,0,
ZO120I6D,,UEBERBAU,130071000000000,
ZO120I6D,,FELD,0,
ZO120I6D,,LAENGS,0,
ZO120I6D,,QUER,130101300000000,
ZO120I6D,,HOCH,0,
ZO120I6D,,BEWERT_D,2,
ZO120I6D,,BEWERT_V,0,
ZO120I6D,,BEWERT_S,0,
ZO120I6D,,S_VERAEND,0,
ZO120I6D,,BEMERK1,0,text
ZO120I6D,,BEMERK2,0,text
ZO120I6D,,BEMERK3,0,text
ZO120I6D,,BEMERK4,0,text
ZO120I6D,,BEMERK5,0,text
ZO120I6D,,BEMERK6,0,text
ZO120I6D,,BWNR,B115,
ZO120I6D,,TEIL_BWNR,0,
ZO120I6D,,IBWNR,B115,
ZO120I6D,,IDENT,ZO120I6D,
ZO120I6D,,AMT,533,text
ZO120I6D,,PRUFJAHR,2013,year
ZO120I6D,,PRA,H,
ZO120I6D,,TEXT,"Stellenweise mit Aussinterung.
Stelle H6",text
ZO120I6D,,BILD,\KAPPE -9- 2013.JPG,
ZO120I6D,,KONT_JN,2,
ZO120I6D,,NOT_KONST,0,
ZO120I6D,,KONVERT,0,
ZO120I6D,,SCHAD_ID,39.0,
ZO120I6D,,BSP_ID,230-99,
ZO120I6D,,BAUTLGRUP,390022180000000,
ZO120I6D,,DETAILKONT,0,
ES10R0MA,,ID_NR,B115    0,
ES10R0MA,,LFDNR,22.0,
ES10R0MA,,BAUTEIL,130011910000000,
ES10R0MA,,KONTEIL,130021527220000,
ES10R0MA,,ZWGRUPPE,130031300000000,
ES10R0MA,,SCHADEN,130044213000000,
ES10R0MA,,MENGE_ALL,130053200000000,
ES10R0MA,,MENGE_DI,130066100000000,
ES10R0MA,,MENGE_DI_M,     2,
ES10R0MA,,UEBERBAU,130071000000000,
ES10R0MA,,FELD,0,
ES10R0MA,,LAENGS,130091400000000,
ES10R0MA,,QUER,130101600000000,
ES10R0MA,,HOCH,0,
ES10R0MA,,BEWERT_D,1,
ES10R0MA,,BEWERT_V,0,
ES10R0MA,,BEWERT_S,0,
ES10R0MA,,S_VERAEND,0,
ES10R0MA,,BEMERK1,0,text
ES10R0MA,,BEMERK2,0,text
ES10R0MA,,BEMERK3,0,text
ES10R0MA,,BEMERK4,0,text
ES10R0MA,,BEMERK5,0,text
ES10R0MA,,BEMERK6,0,text
ES10R0MA,,BWNR,B115,
ES10R0MA,,TEIL_BWNR,0,
ES10R0MA,,IBWNR,B115,
ES10R0MA,,IDENT,ES10R0MA,
ES10R0MA,,AMT,533,text
ES10R0MA,,PRUFJAHR,2022,year
ES10R0MA,,PRA,E,
ES10R0MA,,TEXT," , Maßnahme {2}",text
ES10R0MA,,BILD,\EP2022-S69.JPG,
ES10R0MA,,KONT_JN,2,
ES10R0MA,,NOT_KONST,0,
ES10R0MA,,KONVERT,0,
ES10R0MA,,SCHAD_ID,69.0,
ES10R0MA,,BSP_ID,214-08,
ES10R0MA,,BAUTLGRUP,390022150000000,
ES10R0MA,,DETAILKONT,0,
QM0GF5EX,,ID_NR,B115    0,
QM0GF5EX,,BAUTEIL,130011914000000,
QM0GF5EX,,KONTEIL,0,
QM0GF5EX,,ZWGRUPPE,0,
QM0GF5EX,,SCHADEN,130042220000000,
QM0GF5EX,,MENGE_ALL,130051800000000,
QM0GF5EX,,MENGE_DI,0,
QM0GF5EX,,UEBERBAU,130071000000000,
QM0GF5EX,,FELD,0,
QM0GF5EX,,LAENGS,0,
QM0GF5EX,,QUER,0,
QM0GF5EX,,HOCH,0,
QM0GF5EX,,BEWERT_D,0,
QM0GF5EX,,BEWERT_V,0,
QM0GF5EX,,BEWERT_S,0,
QM0GF5EX,,S_VERAEND,0,
QM0GF5EX,,BEMERK1,0,text
QM0GF5EX,,BEMERK2,0,text
QM0GF5EX,,BEMERK3,0,text
QM0GF5EX,,BEMERK4,0,text
QM0GF5EX,,BEMERK5,0,text
QM0GF5EX,,BEMERK6,0,text
QM0GF5EX,,BWNR,B115,
QM0GF5EX,,TEIL_BWNR,0,
QM0GF5EX,,IBWNR,B115,
QM0GF5EX,,IDENT,QM0GF5EX,
QM0GF5EX,,AMT,533,text
QM0GF5EX,,PRUFJAHR,2016,year
QM0GF5EX,,PRA,E,
QM0GF5EX,,TEXT,vorne links und hinten rechts ,text
QM0GF5EX,,KONT_JN,2,
QM0GF5EX,,NOT_KONST,0,
QM0GF5EX,,KONVERT,0,
QM0GF5EX,,SCHAD_ID,62.0,
QM0GF5EX,,BSP_ID,020-99,
QM0GF5EX,,BAUTLGRUP,390021200000000,
QM0GF5EX,,DETAILKONT,0,
QM0GQHZ8,,ID_NR,B115    0,
QM0GQHZ8,,BAUTEIL,130011914000000,
QM0GQHZ8,,KONTEIL,0,
QM0GQHZ8,,ZWGRUPPE,130031100000000,
QM0GQHZ8,,SCHADEN,130043324000000,
QM0GQHZ8,,MENGE_ALL,130053500000000,
QM0GQHZ8,,MENGE_DI,0,
QM0GQHZ8,,UEBERBAU,130071000000000,
QM0GQHZ8,,FELD,130084100000000,
QM0GQHZ8,,LAENGS,0,
QM0GQHZ8,,QUER,130101100000000,
QM0GQHZ8,,HOCH,130113000000000,
QM0GQHZ8,,BEWERT_D,1,
QM0GQHZ8,,BEWERT_V,0,
QM0GQHZ8,,BEWERT_S,0,
QM0GQHZ8,,S_VERAEND,0,
QM0GQHZ8,,BEMERK1,0,text
QM0GQHZ8,,BEMERK2,0,text
QM0GQHZ8,,BEMERK3,0,text
QM0GQHZ8,,BEMERK4,0,text
QM0GQHZ8,,BEMERK5,0,text
QM0GQHZ8,,BEMERK6,0,text
QM0GQHZ8,,BWNR,B115,
QM0GQHZ8,,TEIL_BWNR,0,
QM0GQHZ8,,IBWNR,B115,
QM0GQHZ8,,IDENT,QM0GQHZ8,
QM0GQHZ8,,AMT,533,text
QM0GQHZ8,,PRUFJAHR,2016,year
QM0GQHZ8,,PRA,E,
QM0GQHZ8,,TEXT, ,text
QM0GQHZ8,,BILD,\HOHLKLINGENDE BETONFLÄCHE 2013.JPG,
QM0GQHZ8,,KONT_JN,2,
QM0GQHZ8,,NOT_KONST,0,
QM0GQHZ8,,KONVERT,0,
QM0GQHZ8,,SCHAD_ID,58.0,
QM0GQHZ8,,BSP_ID,021-07,
QM0GQHZ8,,BAUTLGRUP,390021200000000,
QM0GQHZ8,,DETAILKONT,0,
4B0W1X5X,,ID_NR,B115    0,
4B0W1X5X,,LFDNR,33.0,
4B0W1X5X,,BAUTEIL,130011151000000,
4B0W1X5X,,KONTEIL,0,
4B0W1X5X,,ZWGRUPPE,130031100000000,
4B0W1X5X,,SCHADEN,130043344000000,
4B0W1X5X,,MENGE_ALL,130053200000000,
4B0W1X5X,,MENGE_DI,130066200000000,
4B0W1X5X,,MENGE_DI_M,     2,
4B0W1X5X,,UEBERBAU,130071000000000,
4B0W1X5X,,FELD,0,
4B0W1X5X,,LAENGS,0,
4B0W1X5X,,QUER,130101100000000,
4B0W1X5X,,HOCH,0,
4B0W1X5X,,BEWERT_D,1,
4B0W1X5X,,BEWERT_V,0,
4B0W1X5X,,BEWERT_S,0,
4B0W1X5X,,S_VERAEND,0,
4B0W1X5X,,BEMERK1,130141440000000,text
4B0W1X5X,,BEMERK2,0,text
4B0W1X5X,,BEMERK3,0,text
4B0W1X5X,,BEMERK4,0,text
4B0W1X5X,,BEMERK5,0,text
4B0W1X5X,,BEMERK6,0,text
4B0W1X5X,,BWNR,B115,
4B0W1X5X,,TEIL_BWNR,0,
4B0W1X5X,,IBWNR,B115,
4B0W1X5X,,IDENT,4B0W1X5X,
4B0W1X5X,,AMT,533,text
4B0W1X5X,,PRUFJAHR,2007,year
4B0W1X5X,,PRA,H,
4B0W1X5X,,TEXT, ,text
4B0W1X5X,,BILD,\BETON ABGEBROCHEN.JPG,
4B0W1X5X,,KONT_JN,2,
4B0W1X5X,,NOT_KONST,0,
4B0W1X5X,,KONVERT,0,
4B0W1X5X,,SCHAD_ID,33.0,
4B0W1X5X,,BSP_ID,002-99,
4B0W1X5X,,BAUTLGRUP,390021100000000,
4B0W1X5X,,DETAILKONT,0,
4B0W1X6L,,ID_NR,B115    0,
4B0W1X6L,,LFDNR,48.0,
4B0W1X6L,,BAUTEIL,130011920000000,
4B0W1X6L,,KONTEIL,0,
4B0W1X6L,,ZWGRUPPE,130031100000000,
4B0W1X6L,,SCHADEN,130047110000000,
4B0W1X6L,,MENGE_ALL,130053500000000,
4B0W1X6L,,MENGE_DI,0,
4B0W1X6L,,UEBERBAU,130071000000000,
4B0W1X6L,,FELD,130082200000000,
4B0W1X6L,,FELD_M,2.0,
4B0W1X6L,,LAENGS,0,
4B0W1X6L,,QUER,130101100000000,
4B0W1X6L,,HOCH,130111220000000,
4B0W1X6L,,BEWERT_D,1,
4B0W1X6L,,BEWERT_V,0,
4B0W1X6L,,BEWERT_S,0,
4B0W1X6L,,S_VERAEND,0,
4B0W1X6L,,BEMERK1,0,text
4B0W1X6L,,BEMERK2,0,text
4B0W1X6L,,BEMERK3,0,text
4B0W1X6L,,BEMERK4,0,text
4B0W1X6L,,BEMERK5,0,text
4B0W1X6L,,BEMERK6,0,text
4B0W1X6L,,BWNR,B115,
4B0W1X6L,,TEIL_BWNR,0,
4B0W1X6L,,IBWNR,B115,
4B0W1X6L,,IDENT,4B0W1X6L,
4B0W1X6L,,AMT,533,text
4B0W1X6L,,PRUFJAHR,2007,year
4B0W1X6L,,PRA,H,
4B0W1X6L,,TEXT, ,text
4B0W1X6L,,BILD,\FREILIEGENDE BEWEHRUNG AM PFEILER.JPG,
4B0W1X6L,,KONT_JN,2,
4B0W1X6L,,NOT_KONST,0,
4B0W1X6L,,KONVERT,0,
4B0W1X6L,,SCHAD_ID,48.0,
4B0W1X6L,,BSP_ID,021-99,
4B0W1X6L,,BAUTLGRUP,390021200000000,
4B0W1X6L,,DETAILKONT,0,
QM0GQY8U,,ID_NR,B115    0,
QM0GQY8U,,BAUTEIL,130011914000000,
QM0GQY8U,,KONTEIL,0,
QM0GQY8U,,ZWGRUPPE,130031100000000,
QM0GQY8U,,SCHADEN,130043344000000,
QM0GQY8U,,MENGE_ALL,130053500000000,
QM0GQY8U,,MENGE_DI,0,
QM0GQY8U,,UEBERBAU,130071000000000,
QM0GQY8U,,FELD,0,
QM0GQY8U,,LAENGS,130091300000000,
QM0GQY8U,,QUER,130101100000000,
QM0GQY8U,,HOCH,0,
QM0GQY8U,,BEWERT_D,2,
QM0GQY8U,,BEWERT_V,0,
QM0GQY8U,,BEWERT_S,0,
QM0GQY8U,,S_VERAEND,0,
QM0GQY8U,,BEMERK1,0,text
QM0GQY8U,,BEMERK2,0,text
QM0GQY8U,,BEMERK3,0,text
QM0GQY8U,,BEMERK4,0,text
QM0GQY8U,,BEMERK5,0,text
QM0GQY8U,,BEMERK6,0,text
QM0GQY8U,,BWNR,B115,
QM0GQY8U,,TEIL_BWNR,0,
QM0GQY8U,,IBWNR,B115,
QM0GQY8U,,IDENT,QM0GQY8U,
QM0GQY8U,,AMT,533,text
QM0GQY8U,,PRUFJAHR,2016,year
QM0GQY8U,,PRA,E,
QM0GQY8U,,TEXT, ,text
QM0GQY8U,,BILD,\AUSBRUCHSTELLE 2013.JPG,
QM0GQY8U,,KONT_JN,2,
QM0GQY8U,,NOT_KONST,0,
QM0GQY8U,,KONVERT,0,
QM0GQY8U,,SCHAD_ID,128.0,
QM0GQY8U,,BSP_ID,021-08,
QM0GQY8U,,BAUTLGRUP,390021200000000,
QM0GQY8U,,DETAILKONT,0,
4B0W1X61,,ID_NR,B115    0,
4B0W1X61,,LFDNR,37.0,
4B0W1X61,,BAUTEIL,130011151000000,
4B0W1X61,,KONTEIL,0,
4B0W1X61,,ZWGRUPPE,0,
4B0W1X61,,SCHADEN,130044350000000,
4B0W1X61,,MENGE_ALL,130052400000000,
4B0W1X61,,MENGE_DI,0,
4B0W1X61,,UEBERBAU,130071000000000,
4B0W1X61,,FELD,0,
4B0W1X61,,LAENGS,0,
4B0W1X61,,QUER,0,
4B0W1X61,,HOCH,130115600000000,
4B0W1X61,,BEWERT_D,1,
4B0W1X61,,BEWERT_V,0,
4B0W1X61,,BEWERT_S,0,
4B0W1X61,,S_VERAEND,0,
4B0W1X61,,BEMERK1,130141440000000,text
4B0W1X61,,BEMERK2,0,text
4B0W1X61,,BEMERK3,0,text
4B0W1X61,,BEMERK4,0,text
4B0W1X61,,BEMERK5,0,text
4B0W1X61,,BEMERK6,0,text
4B0W1X61,,BWNR,B115,
4B0W1X61,,TEIL_BWNR,0,
4B0W1X61,,IBWNR,B115,
4B0W1X61,,IDENT,4B0W1X61,
4B0W1X61,,AMT,533,text
4B0W1X61,,PRUFJAHR,2007,year
4B0W1X61,,PRA,H,
4B0W1X61,,TEXT, ,text
4B0W1X61,,KONT_JN,2,
4B0W1X61,,NOT_KONST,0,
4B0W1X61,,KONVERT,0,
4B0W1X61,,SCHAD_ID,37.0,
4B0W1X61,,BSP_ID,001-99,
